edge_id,subject,subject_type,subject_subset,predicate,biolink_predicate,object,object_type,object_subset,pmid,trial,year,confidence,confidence_rationale,effect_size,p_value,direction,temporal_context
hydrocortisone_50mg___hasClinicalOutcome__28_day_all_cause_mor__27741949,Hydrocortisone 50mg IV q6h,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,28-day all-cause mortality,biolink:ClinicalFinding,POI_outcome,27741949,,2016,0.6,"Haiku-extracted from PMID:27741949, direction=NO EFFECT",HR,0.44,NO EFFECT,
intensive_care_manag__hasClinicalOutcome__15_day_icu_mortality__32278670,Intensive care management,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,15-day ICU mortality,biolink:ClinicalFinding,POI_outcome,32278670,,2020,0.6,"Haiku-extracted from PMID:32278670, direction=MINIMAL HARM",-8.0,0.78,MINIMAL HARM,
neurally_adjusted_ve__hasClinicalOutcome__physiologic_response__18629471,Neurally adjusted ventilatory assist (NAVA),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Physiologic response,biolink:ClinicalFinding,POI_outcome,18629471,,2008,0.6,"Haiku-extracted from PMID:18629471, direction=NO EFFECT",None,None,NO EFFECT,
non_invasive_ventila__hasClinicalOutcome__improved_arterial_bl__21424246,Non-invasive ventilation (NIV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Improved arterial blood gases,biolink:ClinicalFinding,POI_outcome,21424246,,2011,0.6,"Haiku-extracted from PMID:21424246, direction=BENEFIT",None,None,BENEFIT,
noninvasive_ventilat__hasClinicalOutcome__patient_ventilator_a__22406958,Noninvasive ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Patient-ventilator asynchrony,biolink:ClinicalFinding,POI_outcome,22406958,,2012,0.6,"Haiku-extracted from PMID:22406958, direction=BENEFIT",None,<0.01,BENEFIT,
suctioning_technique__hasClinicalOutcome__alveolar_derecruitme__12615633,Suctioning techniques with recruitment maneuvers,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Alveolar derecruitment,biolink:ClinicalFinding,POI_outcome,12615633,,2003,0.6,"Haiku-extracted from PMID:12615633, direction=BENEFIT",-168.0,<0.001,BENEFIT,
awake_prone_position__hasClinicalOutcome__intubation_rate__33023669,Awake prone positioning (awake-PP) + HFNO,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Intubation rate,biolink:ClinicalFinding,POI_outcome,33023669,,2020,0.6,"Haiku-extracted from PMID:33023669, direction=NO EFFECT",-1.0,0.60,NO EFFECT,
aspirin__hasClinicalOutcome__development_of_ards___27179988,Aspirin,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Development of ARDS by day 7,biolink:ClinicalFinding,POI_outcome,27179988,,2016,0.6,"Haiku-extracted from PMID:27179988, direction=NO EFFECT",1.6,0.53,NO EFFECT,
low_tidal_volume_ven__hasClinicalOutcome__adoption_of_low_tida__12574072,Low tidal volume ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Adoption of low tidal volume ventilation,biolink:ClinicalFinding,POI_outcome,12574072,,2003,0.6,"Haiku-extracted from PMID:12574072, direction=BENEFIT",48.0,<0.001,BENEFIT,
e_pre_deliric_model__hasClinicalOutcome__delirium_incidence__25894620,E-PRE-DELIRIC model,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Delirium incidence,biolink:ClinicalFinding,POI_outcome,25894620,,2015,0.6,"Haiku-extracted from PMID:25894620, direction=PREDICTION",0.76,None,PREDICTION,
use_of_sedatives__hasClinicalOutcome__days_of_mechanical_v__16100131,use of sedatives,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"days of mechanical ventilation, weaning, and ICU LOS",biolink:ClinicalFinding,POI_outcome,16100131,,2005,0.6,"Haiku-extracted from PMID:16100131, direction=HARM",1,<0.001,HARM,
noninvasive_mechanic__hasClinicalOutcome__staff_time_and_cost__9187186,Noninvasive mechanical ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Staff time and cost,biolink:ClinicalFinding,POI_outcome,9187186,,1997,0.6,"Haiku-extracted from PMID:9187186, direction=NO EFFECT",None,NS,NO EFFECT,
prone_positioning__hasClinicalOutcome__hemodynamic_effects___24102072,Prone positioning,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Hemodynamic effects of prone positioning,biolink:ClinicalFinding,POI_outcome,24102072,,2013,0.6,"Haiku-extracted from PMID:24102072, direction=BENEFIT",None,None,BENEFIT,
activated_protein_c__hasClinicalOutcome__ventilator_free_days__18565951,Activated protein C,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ventilator-free days,biolink:ClinicalFinding,POI_outcome,18565951,,2008,0.6,"Haiku-extracted from PMID:18565951, direction=NO EFFECT",None,0.78,NO EFFECT,
low_dose_iv_recombin__hasClinicalOutcome__improved_pa_o2__fi_o__12119223,Low-dose IV recombinant human GM-CSF,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Improved Pa(O2)/FI(O2) over 5 days,biolink:ClinicalFinding,POI_outcome,12119223,,2002,0.6,"Haiku-extracted from PMID:12119223, direction=BENEFIT",0.02,0.02,BENEFIT,
noninvasive_mechanic__hasClinicalOutcome__mortality__icu_and_h__21666446,Noninvasive mechanical ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality (ICU and hospital),biolink:ClinicalFinding,POI_outcome,21666446,,2011,0.6,"Haiku-extracted from PMID:21666446, direction=BENEFIT",-27.0,<0.001,BENEFIT,
early_corticosteroid__hasClinicalOutcome__icu_mortality__21107529,Early corticosteroid therapy,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,ICU mortality,biolink:ClinicalFinding,POI_outcome,21107529,,2011,0.6,"Haiku-extracted from PMID:21107529, direction=HARM",27.9,<0.01,HARM,
assisted_coughing__n__hasClinicalOutcome__successful_extubatio__10767247,"Assisted coughing, noninvasive ventilation",biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Successful extubation,biolink:ClinicalFinding,POI_outcome,10767247,,2000,0.6,"Haiku-extracted from PMID:10767247, direction=BENEFIT",None,<0.001,BENEFIT,
noninvasive_ventilat__hasClinicalOutcome__successful_niv__23103736,Noninvasive ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Successful NIV,biolink:ClinicalFinding,POI_outcome,23103736,,2012,0.6,"Haiku-extracted from PMID:23103736, direction=BENEFIT",None,None,BENEFIT,
measurement_of_extra__hasClinicalOutcome__extravascular_lung_w__15774053,Measurement of extravascular lung water,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Extravascular lung water and ARDS,biolink:ClinicalFinding,POI_outcome,15774053,,2005,0.6,"Haiku-extracted from PMID:15774053, direction=ASSOCIATION",None,None,ASSOCIATION,
noninvasive_positive__hasClinicalOutcome__survival__nppv_adher__20348200,Noninvasive positive pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Survival, NPPV adherence",biolink:ClinicalFinding,POI_outcome,20348200,,2010,0.6,"Haiku-extracted from PMID:20348200, direction=BENEFIT",None,None,BENEFIT,
breathe_criteria_for__hasClinicalOutcome__tidal_volume_of_brea__27342819,BREATHE criteria for breath stacking dyssynchrony,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Tidal volume of BREATHE stacked breaths,biolink:ClinicalFinding,POI_outcome,27342819,,2016,0.6,"Haiku-extracted from PMID:27342819, direction=BENEFIT",5.0,<0.001,BENEFIT,
fiberoptic_bronchosc__hasClinicalOutcome__diagnostic_yield_of___18090351,Fiberoptic bronchoscopy and bronchoalveolar lavage (FO-BAL),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Diagnostic yield of FO-BAL,biolink:ClinicalFinding,POI_outcome,18090351,,2008,0.6,"Haiku-extracted from PMID:18090351, direction=",-16.2,None,,
prone_positioning__hasClinicalOutcome__incidence_of_new_pre__24352484,Prone positioning,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Incidence of new pressure ulcers (stage 2 or higher),biolink:ClinicalFinding,POI_outcome,24352484,,2014,0.6,"Haiku-extracted from PMID:24352484, direction=HARM",OR,0.0653,HARM,
noninvasive_positive__hasClinicalOutcome__avoided_intubation_i__15364765,Noninvasive positive pressure ventilation (NIPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Avoided intubation in SARS-related acute respiratory failure,biolink:ClinicalFinding,POI_outcome,15364765,,2004,0.6,"Haiku-extracted from PMID:15364765, direction=BENEFIT",-18.2,<0.001,BENEFIT,
noninvasive_positive__hasClinicalOutcome__improved_gas_exchang__8147550,noninvasive positive pressure ventilation,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"improved gas exchange, avoidance of intubation",biolink:ClinicalFinding,POI_outcome,8147550,,1994,0.6,"Haiku-extracted from PMID:8147550, direction=BENEFIT",None,None,BENEFIT,
noninvasive_positive__hasClinicalOutcome__survival_to_hospital__15483407,Noninvasive positive pressure ventilation (NPPV),biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Survival to hospital discharge,biolink:ClinicalFinding,POI_outcome,15483407,,2004,0.6,"Haiku-extracted from PMID:15483407, direction=BENEFIT",-4.3,None,BENEFIT,
lower_tidal_volume_v__hasClinicalOutcome__all_cause_mortality___34463700,Lower tidal volume ventilation facilitated by extracorporeal carbon dioxide removal,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,All-cause mortality at 90 days,biolink:ClinicalFinding,POI_outcome,34463700,,2021,0.6,"Haiku-extracted from PMID:34463700, direction=NO EFFECT",2.0,0.68,NO EFFECT,
partial_liquid_venti__hasClinicalOutcome__ventilator_free_days__11897644,Partial liquid ventilation (PLV) with perflubron,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Ventilator-free days at 28 days,biolink:ClinicalFinding,POI_outcome,11897644,,2002,0.6,"Haiku-extracted from PMID:11897644, direction=NO EFFECT",6.3,0.85,NO EFFECT,
multiple_ards_manage__hasClinicalOutcome__multiple_outcomes_in__33016981,Multiple ARDS management strategies,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,"Multiple outcomes including mortality, ventilator-free days, oxygenation, duration of mechanical ventilation",biolink:ClinicalFinding,POI_outcome,33016981,,2021,0.55,"Haiku-extracted from PMID:33016981, direction=MIXED",other,NR,MIXED,
body_mass_index__hasClinicalOutcome__mortality__28222804,Body mass index,biolink:Treatment,POI_intervention,poi:hasClinicalOutcome,biolink:has_phenotype,Mortality,biolink:ClinicalFinding,POI_outcome,28222804,,2017,0.55,"Haiku-extracted from PMID:28222804, direction=MIXED",OR,"{'underweight': '0.0006', 'obesity': '<0.00001', 'morbid obesity': '0.01'}",MIXED,
