poi_id:ID,id_slug,label,subset:LABEL,parent,definition,synonym,xref_DOID,xref_MESH,xref_UMLS,source,source_pmids,n_sources:int,xref_CHEBI,xref_GO,xref_MONDO,normalized_label,original_label,norm_method,norm_confidence,synonyms,hitl_split_flag,hitl_members
ARDS_POI:01578,recruitment-of-atelectatic-lung-units,Recruitment Of Atelectatic Lung Units,POI_mechanism,biological-process,,,,D001261,C0231820,mechanism_node,11435237,1,,GO:0001666,,Recruitment of atelectatic lung units,Recruitment Of Atelectatic Lung Units,claude_api,HIGH,,,
ARDS_POI:01579,lung-expansion-interventions,Lung expansion interventions,POI_intervention,perioperative-pulmonary-care-strategy,"Incentive spirometry, deep breathing exercises, and continuous positive airway pressure to expand and recruit atelectatic lung regions after noncardiothoracic surgery.",,,D011656,C0032943,robot_template_row,16618957,1,,,,Pulmonary Expansion,Lung expansion interventions,claude_api,MEDIUM,,,
ARDS_POI:01609,noninvasive-ventilation-delivered-by-helmet,Noninvasive ventilation delivered by helmet,POI_intervention,noninvasive-ventilation-strategy,"Noninvasive ventilation delivered via a transparent helmet covering the entire head of the patient with a rubber collar neck seal, used for patients with acute respiratory distress syndrome.",,DOID:11394,D012128,C0035222,robot_template_row,27179847,1,,,,Noninvasive ventilation,Noninvasive ventilation delivered by helmet,claude_api,HIGH,,,
ARDS_POI:01628,optimal-airway-pressure-support,Optimal Airway Pressure Support,POI_mechanism,biological-process,,,,D045422,C0032031,mechanism_node,25003980,1,,,,Positive Airway Pressure,Optimal Airway Pressure Support,claude_api,MEDIUM,,,
ARDS_POI:01630,improved-airway-humidification,Improved Airway Humidification,POI_intervention,biological-process,,,,D000339,C0020593,mechanism_node,25003980,1,,,,Airway Humidification,Improved Airway Humidification,claude_api,HIGH,,,
ARDS_POI:01640,enteral-n-3-fatty-acid-gamma-linolenic-acid-and-antioxidant-supplementation,"Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",POI_intervention,nutritional-supplementation,"Twice-daily enteral supplementation of n-3 fatty acids, gamma-linolenic acid, and antioxidants for patients with acute lung injury.",,DOID:11394,D012128,C0035222,robot_template_row,21976613,1,CHEBI:25681,,,"Enteral nutritional supplementation with omega-3 fatty acids, gamma-linolenic acid, and antioxidants","Enteral n-3 fatty acid, gamma-linolenic acid, and antioxidant supplementation",claude_api,HIGH,,,
ARDS_POI:01649,introduction-of-medical-emergency-team,introduction of medical emergency team,POI_intervention,hospital-rapid-response-team,Intensive care unit-based medical emergency team to evaluate and treat hospitalized patients at risk of adverse outcomes.,,,D041921,C0179216,robot_template_row,15071378,1,,,,Medical Emergency Team,introduction of medical emergency team,claude_api,HIGH,,,
ARDS_POI:01652,physical-rehabilitation,Physical rehabilitation,POI_intervention,rehabilitation-intervention,Physical rehabilitation for patients with intensive care unit-acquired weakness (ICUAW),,,D053220,C0034853,robot_template_row,25496103,1,,,,Physical Rehabilitation,Physical rehabilitation,claude_api,HIGH,,,
ARDS_POI:01662,icu-intubation-bundle-management-protocol,ICU intubation bundle management protocol,POI_outcome,intubation-management-strategy,"Multicomponent protocol including preoxygenation, two operators, rapid sequence induction, cricoid pressure, capnography, protective ventilation, fluid loading, early sedation, and vasopressors as needed.",,U07.1,D007442,C0021925,robot_template_row,19921148,1,,,,Endotracheal intubation,ICU intubation bundle management protocol,rule,HIGH,,,
ARDS_POI:01668,rapid-sequence-induction,Rapid Sequence Induction,POI_intervention,biological-process,,,,http://purl.bioontology.org/ontology/MESH/D000079603,C0087147,mechanism_node,19921148,1,,,,Rapid Sequence Induction,Rapid Sequence Induction,claude_api,HIGH,,,
ARDS_POI:01669,cricoid-pressure,Cricoid Pressure,POI_intervention,biological-process,,,,D017557,C0010286,mechanism_node,19921148,1,,,,Cricoid Pressure,Cricoid Pressure,claude_api,HIGH,,,
ARDS_POI:01670,capnography-monitoring,Capnography Monitoring,POI_intervention,biological-process,,,,D019285,C0006627,mechanism_node,19921148,1,,,,Capnography,Capnography Monitoring,claude_api,HIGH,,,
ARDS_POI:02075,intraoperative-protective-ventilation,Intraoperative protective ventilation,POI_intervention,lung-protective-ventilation-strategy,"Intraoperative ventilation strategy targeting PEEP ≥5 cmH2O, tidal volume <10 mL/kg PBW, and plateau pressure <30 cmH2O.",,,D011656,C0032943,robot_template_row,26174419,1,,,,Protective Ventilation,Intraoperative protective ventilation,claude_api,HIGH,,,
ARDS_POI:01672,fluid-loading,Fluid Loading,POI_intervention,biological-process,,,,D005440,C0150786,mechanism_node,19921148,1,,,,Fluid Administration,Fluid Loading,claude_api,HIGH,,,
ARDS_POI:01674,vasopressor-use-as-needed,Vasopressor Use As Needed,POI_intervention,biological-process,,,,D014662,C0042401,mechanism_node,19921148,1,,,,Vasopressor Administration,Vasopressor Use As Needed,claude_api,HIGH,,,
ARDS_POI:01679,scheduled-neuromuscular-blockade,Scheduled neuromuscular blockade,POI_intervention,ventilatory-management-strategy,Continuous infusion of neuromuscular-blocking agents with scheduled eye care including lubricating drops/gel and eyelid closure.,,DOID:11394,D009464,C0027947,robot_template_row,27755068,1,CHEBI:64100,,,Neuromuscular blockade,Scheduled neuromuscular blockade,rule,HIGH,cisatracurium,,
ARDS_POI:01693,preoperative-physiologic-assessment-for-lung-cancer-resection,Preoperative physiologic assessment for lung cancer resection,POI_intervention,perioperative-lung-cancer-management,"Structured preoperative evaluation of lung cancer patients prior to resection surgery, including cardiovascular assessment, spirometry, DLCO, estimation of postop pulmonary reserve, and cardiopulmonary exercise testing.",,DOID:8552,D008175,C0023109,robot_template_row,17873167,1,,,,Preoperative assessment,Preoperative physiologic assessment for lung cancer resection,claude_api,MEDIUM,,,
ARDS_POI:01702,tak-242,TAK-242,POI_intervention,sepsis-treatment,Small-molecule inhibitor of Toll-like receptor-4-mediated signaling for the treatment of severe sepsis.,,,D012544,C0036514,robot_template_row,20562702,1,CHEBI:90217,,,TAK-242,TAK-242,claude_api,HIGH,,,
ARDS_POI:01715,inhaled-nitric-oxide,inhaled nitric oxide,POI_intervention,vasodilator-therapy,Administration of inhaled nitric oxide as a treatment for acute lung injury or acute respiratory distress syndrome.,,DOID:11394,D012128,C0035222,robot_template_row,7705124|17383982|9603111|8630585,4,CHEBI:16480,,,"Nitric Oxide, Inhaled",inhaled nitric oxide,claude_api,HIGH,,,
ARDS_POI:01719,nasal-positive-pressure-ventilation-plus-oxygen,Nasal positive-pressure ventilation plus oxygen,POI_intervention,respiratory-support-therapy,Combination of nasal positive-pressure ventilation and long-term oxygen therapy for treatment of stable hypercapnic COPD.,NPSV+LTOT,,D045422,C0199451,robot_template_row,7633704,1,,,,Nasal Positive Pressure Ventilation with Oxygen Therapy,Nasal positive-pressure ventilation plus oxygen,claude_api,HIGH,,,
ARDS_POI:01726,ventilation-improvement-npsv,Ventilation Improvement Npsv,POI_intervention,biological-process,,,,D045505,C0030690,mechanism_node,7633704,1,,,,Non-invasive Positive Pressure Ventilation,Ventilation Improvement Npsv,claude_api,HIGH,,,
ARDS_POI:01728,sleep-quality-enhancement-npsv,Sleep Quality Enhancement Npsv,POI_outcome,biological-process,,,,D012890,C0037313,mechanism_node,7633704,1,,,,Sleep Quality,Sleep Quality Enhancement Npsv,claude_api,MEDIUM,,,
ARDS_POI:01744,inspiratory-pressure-augmentation-during-spontaneous-breathing-trials,inspiratory pressure augmentation during spontaneous breathing trials,POI_intervention,ventilator-liberation-strategy,Use of inspiratory pressure augmentation during spontaneous breathing trials to improve ventilator liberation outcomes.,,,D045738,C0231841,robot_template_row,27818331,1,,,,Inspiratory pressure augmentation,inspiratory pressure augmentation during spontaneous breathing trials,claude_api,MEDIUM,,,
ARDS_POI:01780,tofacitinib-treatment,Tofacitinib treatment,POI_intervention,JAK-inhibitor-therapy,Tofacitinib 10 mg PO BID for up to 14 days or hospital discharge in patients hospitalized with COVID-19 pneumonia.,,,D059495,C5712631,robot_template_row,34133856,1,CHEBI:75548,,,Tofacitinib,Tofacitinib treatment,claude_api,HIGH,,,
ARDS_POI:01784,multidisciplinary-ventilator-management-protocol,Multidisciplinary ventilator management protocol,POI_intervention,ventilator-weaning-protocol,Ventilator management protocol implemented by respiratory care practitioners and nurses.,VMP,,D011656,C0032943,robot_template_row,10936141,1,,,,Ventilator Management,Multidisciplinary ventilator management protocol,claude_api,MEDIUM,,,
ARDS_POI:01791,peep-titration-guided-by-esophageal-pressure-in-ards,PEEP titration guided by esophageal pressure in ARDS,POI_intervention,lung-protective-ventilation-strategy,Titrating PEEP using esophageal pressure to offset pleural pressure and attenuate alveolar injury in ARDS.,PES-guided PEEP,DOID:11394,D012128,C0035222,robot_template_row,30776290,1,,,,PEEP titration,PEEP titration guided by esophageal pressure in ARDS,rule,HIGH,,,
ARDS_POI:01797,alveolar-injury-attenuation,Alveolar Injury Attenuation,POI_mechanism,biological-process,,,,D000070642,C0332287,mechanism_node,30776290,1,,GO:0035633,,Alveolar Injury,Alveolar Injury Attenuation,claude_api,MEDIUM,,,
ARDS_POI:01798,improved-patient-outcomes,Improved Patient Outcomes,POI_mechanism,biological-process,,,,D017063,C1456766,mechanism_node,30776290,1,,,,Patient Outcome Assessment,Improved Patient Outcomes,claude_api,HIGH,,,
ARDS_POI:01803,recombinant-surfactant-protein-c-based-surfactant,Recombinant surfactant protein C-based surfactant,POI_intervention,exogenous-surfactant-therapy,Recombinant surfactant protein C-based surfactant administered intratracheally up to 4 times within 24 hours in patients with ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,15329426,1,CHEBI:80296,,,Recombinant surfactant protein C,Recombinant surfactant protein C-based surfactant,claude_api,HIGH,,,
ARDS_POI:01809,implementation-of-icu-nutrition-management-protocol,Implementation of ICU nutrition management protocol,POI_intervention,nutritional-management-strategy,Implementation of a guideline-based protocol to increase enteral nutrition use and enable earlier feeding initiation in critically ill patients.,,,D009584,C0242539,robot_template_row,15078758,1,,,,Nutritional Support,Implementation of ICU nutrition management protocol,claude_api,MEDIUM,,,
ARDS_POI:01818,ace-id-polymorphism,ACE I/D polymorphism,POI_mechanism,genetic-risk-factor,ACE insertion/deletion polymorphism that regulates ACE activity and is associated with susceptibility and outcome in ARDS.,,DOID:11394,D012128,C0035222,robot_template_row,12204859,1,,,,Angiotensin-Converting Enzyme Insertion/Deletion Polymorphism,ACE I/D polymorphism,claude_api,HIGH,,,
ARDS_POI:01831,predictors-of-extubation-failure,Predictors of extubation failure,POI_outcome,respiratory-failure-predictors,"Elevated rapid shallow breathing index, positive fluid balance 24h prior, and pneumonia as reason for intubation are associated with increased risk of extubation failure in ventilated ICU patients.",,DOID:0050463,D017147,C0729302,robot_template_row,17166980,1,,,,Extubation failure,Predictors of extubation failure,claude_api,HIGH,,,
ARDS_POI:01838,80-perioperative-oxygen,80% perioperative oxygen,POI_intervention,oxygen-therapy,Administration of 80% oxygen during and for 2 hours after abdominal surgery.,,,D010100,C0030657,robot_template_row,19826023,1,CHEBI:15379,,,perioperative oxygen therapy,80% perioperative oxygen,claude_api,HIGH,,,
ARDS_POI:01845,respiratory-drive-reduction,Respiratory Drive Reduction,POI_mechanism,biological-process,,,,D012132,C0035189,mechanism_node,33784486,1,,GO:0014819,,Respiratory Drive Reduction,Respiratory Drive Reduction,claude_api,MEDIUM,,,
ARDS_POI:01846,computer-driven-weaning-protocol,Computer-driven weaning protocol,POI_intervention,ventilator-weaning-strategy,"Automated protocol including gradual reduction in pressure support, automatic performance of spontaneous breathing trials, and feedback messaging on SBT success.",,,D012128,C0034065,robot_template_row,16840741,1,,,,Weaning Protocol,Computer-driven weaning protocol,claude_api,MEDIUM,,,
ARDS_POI:01849,automatic-reduction-pressure-support,Automatic Reduction Pressure Support,POI_intervention,biological-process,,,,D011175,C0199451,mechanism_node,16840741,1,,,,Pressure Support Ventilation,Automatic Reduction Pressure Support,claude_api,MEDIUM,,,
ARDS_POI:01851,sbt-success-messaging,Sbt Success Messaging,POI_mechanism,biological-process,,,,,,mechanism_node,16840741,1,,,,Success Messaging,Sbt Success Messaging,claude_api,LOW,,,
ARDS_POI:01879,respiratory-muscle-unloading,Respiratory Muscle Unloading,POI_mechanism,biological-process,,,,D012131,C0035230,mechanism_node,16081548,1,,GO:0045787,,Respiratory Muscle Fatigue,Respiratory Muscle Unloading,claude_api,MEDIUM,,,
ARDS_POI:01881,inspiratory-muscle-effort-reduction,Inspiratory Muscle Effort Reduction,POI_mechanism,biological-process,,,,D012132,C0231800,mechanism_node,16081548,1,,GO:0045214,,Inspiratory Muscle Strength,Inspiratory Muscle Effort Reduction,claude_api,MEDIUM,,,
ARDS_POI:01895,temporal-trend-of-improved-ali-mortality,temporal trend of improved ALI mortality,POI_outcome,critical-care-intervention,"Unspecified improvements in critical care over 1996-2005 associated with declining ALI mortality at ARDS Network centers, beyond the benefits of low tidal volume ventilation.",,DOID:11394,D012128,C0035222,robot_template_row,19325464,1,,,,Mortality,temporal trend of improved ALI mortality,rule,HIGH,,,
ARDS_POI:01900,diaphragm-ultrasonography,diaphragm ultrasonography,POI_intervention,respiratory-muscle-diagnostic-test,"Ultrasound-based technique to measure diaphragm excursion, thickness, and thickening fraction, allowing detection of diaphragmatic dysfunction in critically ill patients.",DU,,D064168,C4277680,robot_template_row,27620292,1,,,,Ultrasonography of Diaphragm,diaphragm ultrasonography,claude_api,HIGH,,,
ARDS_POI:01908,weaning-difficulty,Weaning Difficulty,POI_outcome,biological-process,,,,D052801,C0240669,mechanism_node,27620292,1,,,,Difficult weaning,Weaning Difficulty,claude_api,HIGH,,,
ARDS_POI:01909,standardized-rehabilitation-therapy,standardized rehabilitation therapy,POI_intervention,rehabilitation-intervention,"Daily therapy consisting of passive range of motion, physical therapy, and progressive resistance exercise until hospital discharge, provided to patients with acute respiratory failure requiring mechanical ventilation.",SRT,DOID:11394,D012128,C0035222,robot_template_row,27367766,1,,,,Rehabilitation,standardized rehabilitation therapy,claude_api,MEDIUM,,,
ARDS_POI:01936,noninvasive-measurement-of-indocyanine-green-plasma-disappearance-rate,noninvasive measurement of indocyanine green plasma disappearance rate,POI_intervention,monitoring-technique,"Noninvasive transcutaneous sensor measurement of indocyanine green plasma disappearance rate, compared to invasive aortic fiberoptic reference.",,DOID:11394,D012128,C0035222,robot_template_row,11126271,1,CHEBI:5855,,,indocyanine green plasma disappearance rate,noninvasive measurement of indocyanine green plasma disappearance rate,claude_api,HIGH,,,
